medical_specialty,cluster
obstetrics / gynecology,10
obstetrics / gynecology,10
obstetrics / gynecology,12
obstetrics / gynecology,10
obstetrics / gynecology,10
obstetrics / gynecology,10
obstetrics / gynecology,10
obstetrics / gynecology,0
obstetrics / gynecology,10
obstetrics / gynecology,10
obstetrics / gynecology,10
obstetrics / gynecology,10
obstetrics / gynecology,10
obstetrics / gynecology,10
obstetrics / gynecology,6
obstetrics / gynecology,6
obstetrics / gynecology,6
obstetrics / gynecology,10
obstetrics / gynecology,5
neurosurgery,5
neurosurgery,5
neurosurgery,5
obstetrics / gynecology,6
obstetrics / gynecology,10
neurosurgery,5
neurosurgery,5
obstetrics / gynecology,10
obstetrics / gynecology,10
neurosurgery,5
obstetrics / gynecology,6
neurosurgery,5
neurosurgery,5
neurosurgery,5
neurosurgery,5
neurosurgery,6
neurosurgery,5
neurosurgery,15
neurosurgery,3
neurosurgery,5
neurosurgery,5
neurosurgery,5
neurosurgery,5
neurosurgery,3
neurosurgery,5
neurosurgery,12
neurosurgery,5
neurosurgery,6
neurosurgery,11
neurosurgery,11
neurosurgery,11
neurosurgery,5
neurosurgery,11
neurosurgery,5
neurosurgery,11
neurosurgery,11
neurosurgery,11
neurosurgery,11
neurosurgery,11
neurosurgery,11
neurosurgery,11
neurosurgery,5
neurosurgery,11
neurosurgery,0
neurosurgery,5
neurosurgery,11
neurosurgery,5
neurosurgery,5
neurosurgery,15
neurosurgery,6
neurosurgery,6
neurosurgery,6
neurosurgery,5
neurosurgery,6
neurosurgery,6
neurosurgery,0
neurosurgery,0
neurosurgery,5
neurosurgery,0
neurosurgery,0
neurosurgery,6
neurosurgery,14
neurosurgery,5
neurosurgery,11
neurosurgery,3
neurosurgery,5
neurosurgery,3
neurosurgery,3
neurosurgery,3
neurosurgery,3
neurosurgery,3
neurosurgery,3
neurosurgery,3
neurosurgery,3
neurosurgery,3
neurosurgery,3
neurosurgery,3
neurosurgery,3
neurosurgery,3
neurosurgery,3
neurosurgery,3
neurosurgery,3
neurosurgery,3
neurosurgery,3
neurosurgery,3
neurosurgery,3
neurology,12
neurology,5
neurology,5
neurology,5
neurology,12
neurology,5
neurology,5
neurology,5
neurology,5
neurology,5
neurology,5
neurology,15
neurology,5
neurology,5
neurology,13
neurology,5
neurology,5
neurology,5
neurology,12
neurology,4
neurology,11
neurology,5
neurology,11
neurology,12
neurology,5
neurology,11
neurology,15
neurology,15
neurology,6
neurology,5
neurology,5
neurology,5
neurology,5
neurology,5
neurology,5
neurology,5
neurology,5
neurology,12
neurology,15
neurology,15
neurology,15
neurology,12
neurology,15
neurology,15
neurology,15
neurology,15
neurology,15
neurology,15
neurology,15
neurology,15
neurology,15
neurology,15
neurology,5
neurology,15
neurology,15
neurology,15
neurology,5
neurology,15
neurology,15
neurology,15
neurology,15
neurology,5
neurology,15
neurology,5
neurology,5
neurology,15
neurology,5
neurology,15
neurology,15
neurology,5
neurology,5
neurology,11
neurology,15
neurology,11
neurology,5
neurology,0
neurology,5
neurology,5
neurology,5
neurology,15
neurology,5
neurology,5
neurology,5
neurology,6
neurology,0
neurology,5
neurology,5
neurology,15
neurology,5
neurology,15
neurology,16
neurology,11
neurology,11
neurology,13
neurology,11
neurology,5
neurology,11
neurology,11
neurology,12
neurology,11
neurology,5
neurology,12
neurology,11
neurology,5
neurology,12
neurology,11
neurology,5
neurology,5
neurology,14
neurology,5
neurology,5
neurology,5
neurology,5
neurology,0
neurology,0
neurology,15
neurology,15
neurology,15
neurology,15
neurology,15
neurology,0
neurology,0
neurology,0
neurology,0
neurology,15
neurology,0
neurology,0
neurology,15
neurology,0
neurology,0
neurology,0
neurology,0
neurology,5
neurology,0
neurology,0
neurology,0
neurology,0
neurology,0
neurology,5
neurology,6
neurology,6
neurology,5
neurology,6
neurology,5
neurology,5
neurology,6
neurology,0
neurology,0
neurology,5
neurology,14
neurology,5
neurology,5
neurology,15
neurology,12
neurology,15
neurology,5
neurology,14
neurology,14
neurology,14
neurology,0
neurology,0
neurology,5
neurology,5
neurology,5
neurology,15
neurology,5
neurology,5
nephrology,5
nephrology,5
nephrology,5
nephrology,6
neurology,15
nephrology,5
nephrology,5
nephrology,5
nephrology,6
nephrology,5
nephrology,5
nephrology,5
nephrology,5
nephrology,5
nephrology,5
nephrology,5
nephrology,5
nephrology,5
nephrology,6
nephrology,5
nephrology,5
nephrology,5
nephrology,5
nephrology,5
nephrology,5
nephrology,5
nephrology,5
nephrology,16
nephrology,6
nephrology,5
nephrology,6
nephrology,6
nephrology,12
nephrology,6
nephrology,5
nephrology,5
nephrology,5
nephrology,0
nephrology,0
nephrology,0
nephrology,0
nephrology,5
nephrology,0
nephrology,0
nephrology,0
nephrology,0
nephrology,0
nephrology,5
nephrology,0
nephrology,0
nephrology,0
nephrology,0
nephrology,0
nephrology,0
nephrology,0
nephrology,5
nephrology,6
nephrology,5
nephrology,5
nephrology,5
nephrology,5
nephrology,5
nephrology,5
letters,5
letters,5
letters,5
letters,5
letters,12
letters,12
nephrology,5
letters,5
letters,5
letters,5
letters,5
letters,5
letters,5
letters,15
letters,5
letters,12
letters,5
letters,12
letters,5
letters,5
letters,12
lab medicine - pathology,6
lab medicine - pathology,6
lab medicine - pathology,12
lab medicine - pathology,6
lab medicine - pathology,12
lab medicine - pathology,6
lab medicine - pathology,6
lab medicine - pathology,5
ime-qme-work comp etc.,5
ime-qme-work comp etc.,5
hospice - palliative care,5
ime-qme-work comp etc.,5
hospice - palliative care,5
ime-qme-work comp etc.,5
hospice - palliative care,6
hospice - palliative care,5
hospice - palliative care,12
hematology - oncology,5
hematology - oncology,6
hematology - oncology,6
hematology - oncology,6
hematology - oncology,6
hematology - oncology,6
hematology - oncology,6
hematology - oncology,12
hematology - oncology,6
hematology - oncology,6
hematology - oncology,5
hematology - oncology,5
hematology - oncology,6
hematology - oncology,5
hematology - oncology,5
hematology - oncology,6
hematology - oncology,6
hematology - oncology,5
hematology - oncology,5
hematology - oncology,5
hematology - oncology,16
hematology - oncology,6
hematology - oncology,16
hematology - oncology,6
hematology - oncology,0
hematology - oncology,6
hematology - oncology,5
hematology - oncology,5
hematology - oncology,12
hematology - oncology,12
hematology - oncology,12
hematology - oncology,12
hematology - oncology,5
hematology - oncology,6
hematology - oncology,6
hematology - oncology,6
hematology - oncology,5
hematology - oncology,12
hematology - oncology,5
hematology - oncology,12
hematology - oncology,5
hematology - oncology,9
hematology - oncology,9
hematology - oncology,6
hematology - oncology,6
hematology - oncology,5
hematology - oncology,6
hematology - oncology,5
hematology - oncology,6
hematology - oncology,6
hematology - oncology,6
hematology - oncology,6
hematology - oncology,6
hematology - oncology,6
hematology - oncology,6
hematology - oncology,6
hematology - oncology,6
hematology - oncology,5
hematology - oncology,5
hematology - oncology,6
hematology - oncology,17
general medicine,5
general medicine,5
general medicine,8
hematology - oncology,12
general medicine,5
general medicine,5
general medicine,12
general medicine,12
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,0
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,12
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,12
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,14
general medicine,1
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,14
general medicine,5
general medicine,5
general medicine,7
general medicine,5
general medicine,7
general medicine,7
general medicine,5
general medicine,7
general medicine,5
general medicine,5
general medicine,1
general medicine,7
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,15
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,16
general medicine,8
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,14
general medicine,5
general medicine,5
general medicine,5
general medicine,1
general medicine,0
general medicine,5
general medicine,5
general medicine,5
general medicine,17
general medicine,9
general medicine,5
general medicine,5
general medicine,4
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,5
general medicine,12
general medicine,1
general medicine,5
general medicine,8
general medicine,5
general medicine,5
gastroenterology,5
gastroenterology,4
gastroenterology,17
general medicine,5
gastroenterology,5
gastroenterology,9
gastroenterology,5
gastroenterology,17
gastroenterology,0
gastroenterology,16
gastroenterology,17
gastroenterology,5
gastroenterology,5
gastroenterology,17
gastroenterology,9
gastroenterology,5
gastroenterology,5
gastroenterology,16
gastroenterology,5
gastroenterology,17
gastroenterology,5
gastroenterology,5
gastroenterology,5
gastroenterology,5
gastroenterology,17
gastroenterology,5
gastroenterology,8
gastroenterology,10
gastroenterology,17
gastroenterology,17
gastroenterology,17
gastroenterology,8
gastroenterology,17
gastroenterology,17
gastroenterology,17
gastroenterology,17
gastroenterology,17
gastroenterology,17
gastroenterology,17
gastroenterology,17
gastroenterology,17
gastroenterology,12
gastroenterology,17
gastroenterology,17
gastroenterology,12
gastroenterology,17
gastroenterology,17
gastroenterology,17
gastroenterology,17
gastroenterology,17
gastroenterology,5
gastroenterology,17
gastroenterology,17
gastroenterology,5
gastroenterology,5
gastroenterology,9
gastroenterology,5
gastroenterology,5
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,5
gastroenterology,5
gastroenterology,16
gastroenterology,9
gastroenterology,12
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,17
gastroenterology,12
gastroenterology,9
gastroenterology,5
gastroenterology,4
gastroenterology,4
gastroenterology,5
gastroenterology,9
gastroenterology,16
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,12
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,16
gastroenterology,5
gastroenterology,9
gastroenterology,14
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,5
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,12
gastroenterology,9
gastroenterology,16
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,5
gastroenterology,9
gastroenterology,5
gastroenterology,0
gastroenterology,0
gastroenterology,0
gastroenterology,0
gastroenterology,0
gastroenterology,0
gastroenterology,0
gastroenterology,0
gastroenterology,5
gastroenterology,0
gastroenterology,9
gastroenterology,9
gastroenterology,0
gastroenterology,9
gastroenterology,0
gastroenterology,0
gastroenterology,0
gastroenterology,17
gastroenterology,5
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,12
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,5
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,12
gastroenterology,9
gastroenterology,5
gastroenterology,9
gastroenterology,9
gastroenterology,9
gastroenterology,5
gastroenterology,17
gastroenterology,17
gastroenterology,5
gastroenterology,17
gastroenterology,5
gastroenterology,17
gastroenterology,5
gastroenterology,5
gastroenterology,5
gastroenterology,17
gastroenterology,5
gastroenterology,17
gastroenterology,17
gastroenterology,5
gastroenterology,17
gastroenterology,17
gastroenterology,5
gastroenterology,8
gastroenterology,17
ent - otolaryngology,16
gastroenterology,4
gastroenterology,5
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,12
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,12
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,6
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,12
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,6
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,5
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,4
ent - otolaryngology,5
ent - otolaryngology,6
ent - otolaryngology,16
ent - otolaryngology,5
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,0
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,0
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,5
ent - otolaryngology,16
ent - otolaryngology,12
ent - otolaryngology,16
ent - otolaryngology,12
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,16
ent - otolaryngology,12
ent - otolaryngology,16
endocrinology,5
ent - otolaryngology,16
endocrinology,16
endocrinology,5
endocrinology,5
endocrinology,5
endocrinology,6
endocrinology,5
endocrinology,5
endocrinology,5
endocrinology,5
endocrinology,5
endocrinology,6
emergency room reports,14
endocrinology,5
emergency room reports,5
endocrinology,6
emergency room reports,5
emergency room reports,1
endocrinology,6
emergency room reports,5
emergency room reports,5
emergency room reports,5
emergency room reports,5
emergency room reports,6
emergency room reports,5
emergency room reports,5
emergency room reports,16
emergency room reports,0
emergency room reports,1
emergency room reports,5
emergency room reports,5
emergency room reports,5
emergency room reports,5
emergency room reports,5
emergency room reports,16
emergency room reports,5
emergency room reports,5
emergency room reports,5
emergency room reports,16
emergency room reports,4
emergency room reports,5
emergency room reports,4
emergency room reports,5
emergency room reports,5
emergency room reports,5
discharge summary,12
emergency room reports,5
discharge summary,10
discharge summary,6
discharge summary,5
discharge summary,5
discharge summary,5
discharge summary,12
discharge summary,5
discharge summary,5
discharge summary,16
discharge summary,5
discharge summary,5
discharge summary,5
discharge summary,5
discharge summary,5
discharge summary,5
discharge summary,5
discharge summary,14
discharge summary,0
discharge summary,5
discharge summary,5
discharge summary,3
discharge summary,5
discharge summary,10
discharge summary,17
discharge summary,11
discharge summary,11
discharge summary,10
discharge summary,5
discharge summary,10
discharge summary,10
discharge summary,5
discharge summary,8
discharge summary,5
discharge summary,9
discharge summary,10
discharge summary,6
discharge summary,5
discharge summary,6
discharge summary,5
discharge summary,4
discharge summary,8
discharge summary,6
discharge summary,5
discharge summary,5
discharge summary,0
discharge summary,5
discharge summary,14
discharge summary,1
discharge summary,5
discharge summary,5
discharge summary,5
discharge summary,17
discharge summary,5
discharge summary,9
discharge summary,5
discharge summary,5
discharge summary,5
discharge summary,5
discharge summary,5
discharge summary,5
discharge summary,5
discharge summary,10
discharge summary,17
discharge summary,5
discharge summary,10
discharge summary,5
discharge summary,5
discharge summary,5
discharge summary,1
discharge summary,5
discharge summary,11
discharge summary,5
discharge summary,5
discharge summary,6
diets and nutritions,5
diets and nutritions,8
diets and nutritions,8
diets and nutritions,8
discharge summary,3
diets and nutritions,8
diets and nutritions,8
discharge summary,4
diets and nutritions,8
diets and nutritions,8
diets and nutritions,8
dermatology,6
dermatology,6
diets and nutritions,5
dermatology,5
dermatology,12
dermatology,6
dermatology,6
dermatology,5
dermatology,6
dermatology,5
dermatology,4
dermatology,5
dermatology,5
dermatology,12
dermatology,6
dermatology,5
dermatology,5
dermatology,6
dermatology,6
dermatology,5
dermatology,5
dentistry,5
dermatology,5
dermatology,5
dentistry,5
dentistry,5
dermatology,5
dentistry,5
dentistry,5
dermatology,5
dentistry,5
dentistry,5
dentistry,5
dentistry,5
dentistry,5
dermatology,6
dentistry,5
dentistry,5
dentistry,5
dentistry,5
dentistry,5
dentistry,5
dentistry,5
dentistry,5
dentistry,5
dentistry,5
dentistry,5
dentistry,5
dentistry,5
cosmetic / plastic surgery,16
dentistry,5
cosmetic / plastic surgery,5
cosmetic / plastic surgery,6
cosmetic / plastic surgery,5
cosmetic / plastic surgery,5
cosmetic / plastic surgery,5
cosmetic / plastic surgery,5
cosmetic / plastic surgery,5
cosmetic / plastic surgery,5
cosmetic / plastic surgery,5
cosmetic / plastic surgery,6
cosmetic / plastic surgery,5
cosmetic / plastic surgery,5
cosmetic / plastic surgery,6
cosmetic / plastic surgery,5
cosmetic / plastic surgery,6
cosmetic / plastic surgery,5
cosmetic / plastic surgery,5
cosmetic / plastic surgery,6
cosmetic / plastic surgery,6
cosmetic / plastic surgery,6
cosmetic / plastic surgery,12
cosmetic / plastic surgery,5
cosmetic / plastic surgery,5
cosmetic / plastic surgery,5
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,5
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,5
consult - history and phy.,1
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,11
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,11
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,12
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,5
consult - history and phy.,5
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,12
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,5
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,12
consult - history and phy.,16
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,11
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,16
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,14
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,1
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,5
consult - history and phy.,8
consult - history and phy.,5
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,5
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,4
consult - history and phy.,8
consult - history and phy.,5
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,16
consult - history and phy.,5
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,16
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,2
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,4
consult - history and phy.,5
consult - history and phy.,12
consult - history and phy.,9
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,9
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,17
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,5
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,10
consult - history and phy.,16
consult - history and phy.,5
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,6
consult - history and phy.,6
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,8
consult - history and phy.,5
consult - history and phy.,8
consult - history and phy.,8
chiropractic,5
chiropractic,5
chiropractic,15
chiropractic,11
cardiovascular / pulmonary,1
cardiovascular / pulmonary,14
cardiovascular / pulmonary,5
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,5
cardiovascular / pulmonary,5
cardiovascular / pulmonary,14
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,5
cardiovascular / pulmonary,5
cardiovascular / pulmonary,5
cardiovascular / pulmonary,1
cardiovascular / pulmonary,16
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,5
cardiovascular / pulmonary,14
cardiovascular / pulmonary,5
cardiovascular / pulmonary,6
cardiovascular / pulmonary,16
cardiovascular / pulmonary,1
cardiovascular / pulmonary,16
cardiovascular / pulmonary,16
cardiovascular / pulmonary,16
cardiovascular / pulmonary,5
cardiovascular / pulmonary,16
cardiovascular / pulmonary,5
cardiovascular / pulmonary,12
cardiovascular / pulmonary,16
cardiovascular / pulmonary,16
cardiovascular / pulmonary,12
cardiovascular / pulmonary,1
cardiovascular / pulmonary,16
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,5
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,5
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,16
cardiovascular / pulmonary,16
cardiovascular / pulmonary,16
cardiovascular / pulmonary,5
cardiovascular / pulmonary,1
cardiovascular / pulmonary,5
cardiovascular / pulmonary,14
cardiovascular / pulmonary,1
cardiovascular / pulmonary,12
cardiovascular / pulmonary,5
cardiovascular / pulmonary,14
cardiovascular / pulmonary,5
cardiovascular / pulmonary,5
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,12
cardiovascular / pulmonary,5
cardiovascular / pulmonary,1
cardiovascular / pulmonary,5
cardiovascular / pulmonary,1
cardiovascular / pulmonary,12
cardiovascular / pulmonary,5
cardiovascular / pulmonary,5
cardiovascular / pulmonary,16
cardiovascular / pulmonary,16
cardiovascular / pulmonary,16
cardiovascular / pulmonary,14
cardiovascular / pulmonary,1
cardiovascular / pulmonary,5
cardiovascular / pulmonary,12
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,5
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,14
cardiovascular / pulmonary,1
cardiovascular / pulmonary,5
cardiovascular / pulmonary,16
cardiovascular / pulmonary,1
cardiovascular / pulmonary,16
cardiovascular / pulmonary,16
cardiovascular / pulmonary,6
cardiovascular / pulmonary,1
cardiovascular / pulmonary,5
cardiovascular / pulmonary,1
cardiovascular / pulmonary,5
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,6
cardiovascular / pulmonary,6
cardiovascular / pulmonary,6
cardiovascular / pulmonary,16
cardiovascular / pulmonary,6
cardiovascular / pulmonary,6
cardiovascular / pulmonary,5
cardiovascular / pulmonary,5
cardiovascular / pulmonary,5
cardiovascular / pulmonary,12
cardiovascular / pulmonary,6
cardiovascular / pulmonary,16
cardiovascular / pulmonary,6
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,14
cardiovascular / pulmonary,1
cardiovascular / pulmonary,7
cardiovascular / pulmonary,12
cardiovascular / pulmonary,5
cardiovascular / pulmonary,12
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,5
cardiovascular / pulmonary,14
cardiovascular / pulmonary,5
cardiovascular / pulmonary,5
cardiovascular / pulmonary,14
cardiovascular / pulmonary,5
cardiovascular / pulmonary,5
cardiovascular / pulmonary,16
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,6
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,5
cardiovascular / pulmonary,1
cardiovascular / pulmonary,16
cardiovascular / pulmonary,5
cardiovascular / pulmonary,1
